Make,Model,Software,HostComputer,LensSpecification,LensMake,LensModel
FUJIFILM,X-S20,Digital Camera X-S20 Ver1.10,,8mm f/3.5,FUJIFILM,XF8mmF3.5 R WR
FUJIFILM,X-T1,Microsoft Windows Photo Viewer 6.1.7600.16385,,60mm f/2.4,FUJIFILM,XF60mmF2.4 R Macro
FUJIFILM,X-T10,Digital Camera X-T10 Ver1.00,,60mm f/2.4,FUJIFILM,XF60mmF2.4 R Macro
FUJIFILM,X-T100,Digital Camera X-T100 Ver1.00,,56mm f/1.2,FUJIFILM,XF56mmF1.2 R
FUJIFILM,X-T2,Digital Camera X-T2 Ver1.32,,16-55mm f/2.8,FUJIFILM,XF16-55mmF2.8 R LM WR
FUJIFILM,X-T20,Digital Camera X-T20 Ver1.00,,50mm f/2,FUJIFILM,XF50mmF2 R WR
FUJIFILM,X-T200,Digital Camera X-T200 Ver1.00,,15-45mm f/3.5-5.6,FUJIFILM,XC15-45mmF3.5-5.6 OIS PZ
FUJIFILM,X-T3,Digital Camera X-T3 Ver1.01,,56mm f/1.2,FUJIFILM,XF56mmF1.2 R
FUJIFILM,X-T30,Digital Camera X-T30 Ver1.00,,56mm f/1.2,FUJIFILM,XF56mmF1.2 R
FUJIFILM,X-T4,Digital Camera X-T4 Ver1.00,,18-55mm f/2.8-4,FUJIFILM,XF18-55mmF2.8-4 R LM OIS
FUJIFILM,X-T5,Digital Camera X-T5 Ver1.00,,56mm f/1.2,FUJIFILM,XF56mmF1.2 R
"FUJI PHOTO FILM CO., LTD.",SLP1000SE,FDi V4.5 / FRONTIER340-3.0-0E-518,,,,
"FUJI PHOTO FILM CO., LTD.",SLP800,FDi V4.5 / FRONTIER330-2.0-0E-213,,,,
"FUJI PHOTO FILM CO., LTD.",SP-1500,FDi V4.5 / FRONTIER350/370-5.8-0E-650,,,,
"FUJI PHOTO FILM CO., LTD.",SP-2500,FDi V4.5 / FRONTIER390-6.6-0E-345,,,,
Garmin,DashCam,62005u3,,,,
Garmin,VIRB 360,2.8,,,,
"  (C) 2003 Gateway,Inc.",DC-M40,G309295,,,,
Gateway,DC-M42,DSC Firmware Ver 1.45.16 Rev 1.00G,,,,
"(C) 2003 Gateway,Inc.",DC-M50,VG307250,,,,
Gateway,DC-T50,Ver 0.25 x,,,,
GATEWAY,DV-S20,1.10G,,,,
General Imaging Co.,A1030,Version Ver 1.10,,,,
GENERAL IMAGING CO.,A1050,V1.01.5,,,,
GENERAL IMAGING CO.,A1150,V1.01.3,,,,
General Imaging Co.,A1200,Version Ver 1.01,,,,
General Imaging Co.,A1230,Microsoft Windows Photo Gallery 6.0.6001.18000,,,,
GENERAL IMAGING CO.,A1250,V1.11,,,,
General Imaging Co.,A730,Version Ver 1.04,,,,
GEDSC IMAGING CORP.,A735,V 1.02,,,,
General Imaging Co.,A830,Version Ver 1.02,,,,
GEDSC IMAGING CORP.,A835,Ver 1.08,,,,
GENERAL IMAGING CO.,A950,V1.11,,,,
GENERAL IMAGING CO.,C1233,V1.03,,,,
GENERAL IMAGING CO.,C1433,V1.03,,,,
General Imaging Co.,E1030,Version VER 1.02,,,,
General Imaging Co.,E1035,GIMP 2.6.3,,,,
General Imaging Co.,E1040,Version Ver : 1.06,,,,
GENERAL IMAGING CO.,E1050 TW,Digital Camera GE E1050 TW Ver1.11,,,,
General Imaging Co.,E1235,Microsoft Windows Live Photo Gallery14.0.8117.416,,,,
GENERAL IMAGING CO.,E1250 TW,Digital Camera GE E1250 TW Ver1.04,,,,
GENERAL IMAGING CO.,E1255W,Version 1.02,,,,
GENERAL IMAGING CO.,E1410SW,Ver 1.02,,,,
GENERAL IMAGING CO.,E1486 TW,Digital Camera GE E1486 TW Ver1.00,,,,
GENERAL IMAGING CO.,E1680W,Version 1.05,,,,
General Imaging Co.,E840s,Version Ver 1.10,,,,
General Imaging Co.,E850,Version Ver 1.01,,,,
General Imaging Co.,G1,Version Ver 1.02,,,,
GENERAL IMAGING CO.,G100,Ver 1.00,,,,
General Imaging Co.,G2,Version Ver 1.05,,,,
GENERAL IMAGING CO.,G3WP,Version 1.09,,,,
GENERAL IMAGING CO.,J1455,V2.00,,,,
GENERAL IMAGING CO.,J1470S,V1.00,,,,
GENERAL IMAGING CO.,X400,Version 1.00,,,,
GENERAL IMAGING CO.,X5,Version 1.02,,,,
GENERAL IMAGING CO.,X500,Version 1.01,,,,
GENERAL IMAGING CO.,X550,Version 1.00,,,,
GE,X600,V1.02,,,,
Genius,DV210,1.23K,,,,
Genius,GShot312,,,,,
Genius,GShot511,,,,,
KYE Systems Corp.,G-Shot A435,Version 1.5010,,,,
KYE Systems Corp.,G-Shot G512,EXIF Software Version 0.06a,,,,
Genius,G-Shot P850,0.7200,,,,
Genius,G-Shot V3,1.08.000KYE,,,,
Genius,DV210,1.23K,,,,
Genius,GShot312,,,,,
Genius,GShot511,,,,,
KYE Systems Corp.,G-Shot A435,Version 1.5010,,,,
KYE Systems Corp.,G-Shot G512,EXIF Software Version 0.06a,,,,
Genius,G-Shot P850,0.7200,,,,
Genius,G-Shot V3,1.08.000KYE,,,,
Google,Glass 1,Glass-1 XE8 767422 [Gcam],,,,
google,Nexus S,GRH78C,,,,
Google,Pixel,HDR+ 1.0.147548766z,,,,
Google,Pixel 2,HDR+ 1.0.171916441z,,,,
Google,Pixel 2 XL,taimen-user 8.0.0 OPD1.170816.010 4311506 release-keys,,,,
Google,Pixel 3,HDR+ 1.0.219720896zy,,,,
Google,Pixel 3a XL,HDR+ 1.0.232322033zry,,,,
Google,Pixel 3 XL,HDR+ 1.0.216795514ny,,,,
Google,Pixel 4,HDR+ 1.0.294952950zdh,,,,
Google,Pixel 4a,HDR+ 1.0.326355476zp,,,,
Google,Pixel 4 XL,HDR+ 1.0.264967922zp,,,,
Google,Pixel 5,HDR+ 1.0.327100404zd,,,,
Google,Pixel 6a,HDR+ 1.0.494820669zd,,,Google,Pixel 6a back camera 4.38mm f/1.73
Google,Pixel 7a,HDR+ 1.0.621982163zd,,,Google,Pixel 7a back camera 5.43mm f/1.89
Google,Pixel 7 Pro,HDR+ 1.0.459370461zd,,,Google,Pixel 7 Pro back camera 6.81mm f/1.85
Google,Pixel 8,HDR+ 1.0.570503588zd,,,Google,Pixel 8 back camera 1.95mm f/2.2
Google,Pixel 8 Pro,HDR+ 1.0.570503588zd,,,Google,Pixel 8 Pro back camera 6.9mm f/1.68
Google,Pixel XL,HDR+ 1.0.137460761z,,,,
GoPro,GoPro Fusion,GoPro Fusion Studio,,,,
GoPro,HD2,HD2.08.12.38,,,,
Gopro,HD3,HD3.01.01.10,,,,
GoPro,HERO,HD3.20.01.07,,,,
GoPro,HERO+,HD3.22.01.50,,,,
GoPro,HERO+ LCD,HD3.21.01.00,,,,
GoPro,HERO11 Black,H22.01.01.09.23,,,,
GoPro,HERO12 Black,H23.01.01.09.25,,,,
GoPro,HERO3+ Black Edition,HD3.11.01.04,,,,
GoPro,HERO3+ Silver Edition,HD3.10.02.00,,,,
GoPro,Hero3-Black Edition,HD3.03.01.09,,,,
GoPro,Hero3-Silver Edition,HD3.02.03.00,,,,
GoPro,HERO4 Black,HD4.02.03.00.00,,,,
GoPro,HERO4 Session,HX1.01.02.00,,,,
GoPro,HERO4 Silver,HD4.01.01.02.00,,,,
GoPro,HERO5 Black,HD5.02.01.20.00,,,,
GoPro,HERO5 Session,HD5.03.01.50.00,,,,
GoPro,HERO6 Black,HD6.01.01.51.00,,,,
GoPro,HERO7 Black,HD7.01.01.49.17,,,,
GoPro,HERO8 Black,HD8.01.01.60.00,,,,
GoPro,HERO9 Black,HD9.01.01.72.00,,,,
GoPro,YHDC5170,Ver01.01.54,,,,
Hasselblad,CFV II 50C/907X,1.3.0,,,Hasselblad,XCD 90
Hasselblad,Hasselblad CFV-50c/500,3.4.3R/7951,,,,
Hasselblad,HB4116,addison-user 6.0.1 MPN24.104-44 47 release-keys  1358 0.4410,,,,
HASSELBLAD,HV,HV v1.02,,24-70mm f/2.8,,24-70mm F2.8 ZA SSM
Hasselblad,L1D-20c,10.00.14.06,,28mm f/2.8-11,,
HASSELBLAD,Lunar,Lunar v1.02,,18-55mm f/3.5-5.6,,E 18-55mm F3.5-5.6 OSS
HASSELBLAD,Stellar,Stellar v1.00,,10.4-37.1mm f/1.8-4.9,,
Hasselblad,Hasselblad X1D,v1.15.0-6541,,,,
Hasselblad,X1D II 50C,10.00.08.30,,,Hasselblad,XCD 65
HITACHI,DZ-BX35A,,,,,
HITACHI,DZ-BX35E,,,,,
HITACHI,DZ-BX37E,,,,,
HITACHI,DZ-GX25M,,,,,
HITACHI,DZ-GX3100E,,,,,
HITACHI,DZ-GX3200E,,,,,
HITACHI,DZ-GX3300E,,,,,
HITACHI,DZ-GX5020A,,,,,
HITACHI,DZ-GX5060E,,,,,
HITACHI,DZ-HS303E,,,,,
HITACHI,DZ-MV200E,,,,,
HITACHI,DZ-MV270A,,,,,
HITACHI,DZ-MV350A,,,,,
HITACHI,DZ-MV350E,,,,,
HITACHI,DZ-MV380E,,,,,
HITACHI,DZ-MV550E,,,,,
HITACHI,DZ-MV580A,,,,,
HITACHI,DZ-MV580E,,,,,
HITACHI,DZ-MV730E,,,,,
HITACHI,DZ-MV750E,,,,,
HITACHI,DZ-MV780E,,,,,
HITACHI,HDC-1061E,1.22.000,,,,
Hitachi Living Systems Ltd.,HDC-301 Slim,COACHWare 1.000,,,,
"Hitachi Living Systems, Ltd.",HDC-303X,Ver 57.09.09.12,,,,
"Hitachi Living Systems, Ltd.",HDC-30X,COACHWare 1.0,,,,
HITACHI,HDC751E,V1.02H,,,,
HITACHI,HDC756E,V1.01H,,,,
HITACHI,HDC-761E,1.05.016HT,,,,
HITACHI,HDC-763E,V1.06H,,,,
HITACHI,HDC-856E,1.00.007H,,,,
HONOR,FNE-NX9,,,,,
HP,DeskJet F300,,,,,
HP,DeskJet F4100,,,,,
HP,DeskJet F4200,,,,,
Hewlett-Packard Co.,iPAQ Voice Messenger,M7500BSAAAAAAD3050,,,,
,HP iPAQ hw6515,,,,,
HP,iPAQ rx3000,HP CAM V1.0.00,,,,
HP,HP oj4100,,,,,
HP,HP oj4300,,,,,
HP,HP oj5500,,,,,
HP,HP oj5600,,,,,
HP,HP oj6200,,,,,
HP,HP oj6300,,,,,
HP,HP oj7200,,,,,
HP,HP oj7300,,,,,
HP,HP oj7400,,,,,
HP,HP ojj4680,,,,,
HP,HP ojj6400,,,,,
HP,HP ojp7400,,,,,
HP,HP ojp7500,,,,,
HP,HP ojp7600,,,,,
HP,HP ojp7700,,,,,
hp photosmart 120,,01,,,,
Hewlett-Packard,HP PhotoSmart 210,V1.68n,,,,
Hewlett-Packard,HP PhotoSmart 215,V1.68t,,,,
Hewlett-Packard Company,HP PhotoSmart 315,,,,,
Hewlett-Packard,HP PhotoSmart 318,V4.00,,,,
Hewlett-Packard Company,hp PhotoSmart 320,Ver V0.640,,,,
Hewlett-Packard,hp PhotoSmart 43x series,1.410,,,,
Hewlett-Packard,hp photosmart 612,V3.60,,,,
Hewlett-Packard,HP PhotoSmart 618 (V1.10),,,,,
Hewlett-Packard Company,hp PhotoSmart 620,Ver V0.630,,,,
Hewlett-Packard,hp 635 Digital Camera,HP Firmware Ver 1.57.38,,,,
Hewlett-Packard Company,HP PhotoSmart 715,,,,,
Hewlett-Packard,hp photosmart 720,v18.4.32,,,,
Hewlett-Packard,hp photosmart 733,Ver 1.09Lite,,,,
Hewlett-Packard,hp photosmart 735,Ver 1.12,,,,
Hewlett-Packard,HP PhotoSmart C850 (V05.26),,,,,
Hewlett-Packard,HP PhotoSmart C912 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart C935 (V03.46),,,,,
Hewlett-Packard,HP PhotoSmart C945 (V01.47),,,,,
Hewlett-Packard Company,HP PhotoSmart C20 Camera,,,,,
Hewlett-Packard Company,PhotoSmart C200,,,,,
Hewlett-Packard Company,PhotoSmart C30 Camera,,,,,
HP,PhotoSmart C3100,,,,,
Hewlett Packard,HP PhotoSmart C500 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart C812 (V08.28),,,,,
Hewlett-Packard,HP PhotoSmart C850 (V05.27),,,,,
Hewlett-Packard,HP PhotoSmart C935 (V03.60),,,,,
Hewlett-Packard,HP PhotoSmart C945 (V01.54),Adobe Photoshop Album Starter Edition 3.0,,,,
Hewlett-Packard,HP Photosmart E217,V1.30 CN56911027,,,,
Hewlett-Packard,HP Photosmart E317,V1.15 CN584141VD,,,,
Hewlett-Packard,HP Photosmart E327,V1.10 CN6171410X,,,,
Hewlett-Packard,HP Photosmart E330,Version 1.5100,,,,
Hewlett-Packard,HP Photosmart E427,V1.19 CN67Q141M1C,,,,
Hewlett-Packard,HP Photosmart M22 (V01.00) +ЄUUЄ,,,,,
Hewlett-Packard,HP Photosmart M23 (V01.00) d-вНё,,,,,
Hewlett-Packard,Photosmart M305,.07_NL,,,,
Hewlett-Packard,Photosmart M307,1.06_N,,,,
Hewlett-Packard,Photosmart M407,1.03_O,,,,
Hewlett-Packard,Photosmart M415,1.900_RR,,179,0,1
Hewlett-Packard,Photosmart M417,730_RF,,201,0,0
Hewlett-Packard,Photosmart M425,"Version 1.4100,SN:CN65BD73BTF",,,,
Hewlett-Packard,HP Photosmart M437,V1.24 CN719E20W4,,,,
Hewlett-Packard,HP Photosmart M440,Version 1.1000,,,,
Hewlett-Packard,Photosmart M517,ACD Systems Digital Imaging,,,,
Hewlett-Packard,Photosmart M525,"Version 1.4400,SN:CN691G6091S",,,,
Hewlett-Packard,Photosmart M527,"Version 1.4100,SN:CN64RC11RNC",,,,
Hewlett-Packard,HP Photosmart M537,V1.21 CN71RE10N8,,,,
Hewlett-Packard,HP Photosmart M540,Version 1.2000,,,,
Hewlett-Packard,HP Photosmart M540,Version 1.2000,,,,
Hewlett-Packard,Photosmart M627,Version 1.0001,,,,
Hewlett-Packard,HP Photosmart M630,Version 1.2000,,,,
Hewlett-Packard,HP Photosmart M730,0.1.05,,,,
Hewlett-Packard,HP Photosmart Mz60,V1.54,,,,
Hewlett-Packard,HP Photosmart Mz60,V1.54,,,,
Hewlett-Packard,HP PhotoSmart R507 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart R607 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart R707 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart R717 (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart R725  (V01.00)d,,,,,
Hewlett-Packard,HP PhotoSmart R727  (V01.00),,,,,
Hewlett-Packard,HP Photosmart R740,V1.14 CN766A108J Cal V1.06,,,,
Hewlett-Packard,HP PhotoSmart R817  (V01.00),,,,,
Hewlett-Packard,HP PhotoSmart R818  (V01.00),,,,,
Hewlett-Packard,HP Photosmart R827  (V01.00),,,,,
Hewlett-Packard,HP Photosmart R837,1.1.00,,,,
Hewlett-Packard,HP Photosmart R840,0.2.07,,,,
Hewlett-Packard,HP Photosmart R840,Picasa 3.0,,,,
Hewlett-Packard,HP PhotoSmart R927  (V01.00),,,,,
Hewlett-Packard,HP Photosmart R930,0.2.07,,,,
Hewlett-Packard,HP Photosmart R960  (V01.00)+,,,,,
Hewlett-Packard,HP Photosmart R960  (V01.00),,,,,
HP,HP psc1100,,,,,
HP,HP psc1300,,,,,
HP,HP psc1310,,,,,
HP,HP psc1400,,,,,
HP,HP psc1500,,,,,
HP,HP psc1600,,,,,
HP,HP psc2100,,,,,
HP,HP psc2200,,,,,
HP,HP psc2300,,,,,
HP,HP psc2350,,,,,
HP,HP pst2570,,,,,
HP,HP pst2600,,,,,
HP,HP pst2700,,,,,
HP,HP pstc3100,,,,,
HP,HP pstc4100,,,,,
HP,HP pstc4200,,,,,
HP,HP pstc4340,,,,,
HP,HP pstc4400,,,,,
HP,HP pstc5100,,,,,
HP,HP pstc5200,,,,,
HP,HP pstc6200,,,,,
HP,HP Scanjet djf2100,,,,,
HP,HP Scanjet djf2200,,,,,
HP,HP Scanjet djf300,,,,,
HP,HP Scanjet djf4100,,,,,
HP,HP Scanjet djf4200,,,,,
HP,HP Scanjet e709a,,,,,
HP,HP Scanjet pls1017,,,,,
HP,HP Scanjet pls1312,,,,,
HP,HP ScanJet pls2800,ACD Systems Digital Imaging,,,,
HP,HP ScanJet pls3015,,,,,
HP,HP ScanJet pls3020,Программа цифровой обработки изображений компании ACD Systems,,,,
HP,HP ScanJet pls3050,,,,,
HP,HP ScanJet pls3052,,,,,
HP,HP ScanJet pls3390,,,,,
HP,HP ScanJet 2400,,,,,
HP,HP ScanJet 3500,,,,,
HP,HP ScanJet 3670,,,,,
HP,HP ScanJet 3770,ACD Systems Digital Imaging,,,,
HP,HP Scanjet 3800,,,,,
HP,HP ScanJet 3970,,,,,
HP,HP ScanJet 4070,,,,,
HP,HP Scanjet 4370,,,,,
HP,HP ScanJet 4500,,,,,
HP,HP Scanjet 4570,,,,,
HP,HP ScanJet 4600,,,,,
HP,HP Scanjet 4800,,,,,
HP,HP ScanJet 5530,,,,,
HP,HP ScanJet 5590,,,,,
HP,HP Scanjet 7650,,,,,
HP,HP ScanJet 8200,,,,,
HP,HP Scanjet 8300,ACD Systems Digital Imaging,,,,
HP,HP Scanjet G2710,,,,,
HP,HP Scanjet G3010,,,,,
HP,HP Scanjet G4010,,,,,
HP,HP Scanjet G4050,,,,,
HTC,HTC 10,3.18.20-perf-g4783f09,,,,
HTC,HTC6435LVW,,,,,
HTC,7 Mozart,Windows Phone OS 7.0,,,,
HTC,7 Pro T7576,Windows Phone 7.5,,,,
HTC,7 Trophy,Windows Phone OS 7.0,,,,
HTC-8900,HTC-8900,4_08_28288_00,,,,
HTC,ADR6300,,,,,
HTC,ADR6350,PicSay Pro 1.5.0.4,,,,
HTC,ADR6400L,,,,,
HTC,Apache,,,,,
HTC,Artemis,,,,,
HTC,Breeze,ACD Systems Digital Imaging,,,,
HTC,HTC Butterfly,,,,,
HTC,HTC Butterfly 2,3.4.0-gd2e9ae5,,,,
HTC,HTC Butterfly S,,,,,
HTC,HTC Desire,,,,,
HTC,HTC Desire 500,ACDSee 15,,,,
HTC,HTC Desire 510,PicSay Pro 1.7.0.5,,,,
HTC,HTC Desire 610,3.4.0-gfcd98b7,,,,
HTC,HTC Desire 626s,3.10.49-perf-g26c2269,,,,
HTC,HTC Desire 816,Snapseed 1.6,,,,
HTC,HTC Desire 820,3.10.28-g1e0287c,,,,
HTC,HTC Desire EYE,3.4.0-gc6a3a58,,,,
HTC,Desire HD,,,,,
HTC,HTC Desire S,,,,,
HTC,HTC Desire X,,,,,
HTC,DL DesireZ v3.4 final,,,,,
,,,,,,
HTC,Elf100,,,,,
HTC,Eris,,,,,
HTC,EVO,,,,,
HTC,Excalibur,,,,,
HTC,HTC Gratia A6380,,,,,
HTC,HTC HD T8282,6_15_35844_1,,,,
HTC,HTC HD2,,,,,
HTC,HTC HD2 T8585,6_26_19211625_00,,,,
HTC,HD7,Windows Phone OS 7.0,,,,
HTC,Hermes,,,,,
HTC,HTC Hero,Android 1.5,,,,
HTC,HERO200,,,,,
HTC,HTC Incredible S,,,,,
HTC,Kaiser,4_08_28288_00,,,,
HTC,HTC Legend,QuickTime 7.7.1,Mac OS X 10.7.5,,,
HTC,LIBR100,,,,,
HTC,HTC Magic,,,,,
HTC,HTC MAX 4G,6_30_34215_0,,,,
HTC,MDA Vario III,4_08_28288_00,,,,
HTC,myTouch 4G,,,,,
HTC,Nexus One,Picasa 3.0,,,,
HTC,HTC One,,,,,
HTC,HTC One_M8,,,,,
HTC,HTC One max,Pixlr,,,,
HTC,HTC One mini,,,,,
HTC,HTC One mini 2,3.4.0-gde868d8,,,,
HTC,HTC One M8s,3.10.49-g6be0435,,,,
HTC,HTC One M9,Snapseed 2.0,,,,
HTC,HTC One S,,,,,
HTC,HTC One X+,Snapseed 2.0,,,,
HTC,Oxygen,,,,,
HTC,P3050,,,,,
HTC,HTC_P3300,,,,,
HTC,HTC_P3350,,,,,
HTC,HTC_P3400,,,,,
HTC,HTC_P3400i,,,,,
HTC,HTC_P3450,,,,,
HTC,HTC_P3451,,,,,
HTC,HTC_P3452,,,,,
HTC,HTC_P3470,,,,,
HTC,HTC_P3600,Программа цифровой обработки изображений компании ACD Systems,,,,
HTC,P3600i,,,,,
HTC,HTC_P3650,5_04_29195_00,,,,
HTC,HTC_P3702,6_00_31364_00,,,,
HTC,HTC-P4350,,,,,
HTC-P4600,HTC-P4600,6_01_31727_01,,,,
HTC,PC36100,,,,,
HTC,PG06100,picnik.com,,,,
HTC,PG86100,,,,,
HTC,PM23300,Windows Phone,,,,
HTC,HTC-S621,,,,,
HTC,S640,,,,,
HTC,HTC_S710,,,,,
HTC,HTC_S730,5_00_28486_04,,,,
HTC,HTC S740,M7500BSAAAAAAD3050,,,,
HTC,HTC Sensation 4G,,,,,
HTC,HTC Sensation Z710e,,,,,
HTC,HTC Snap S521,6_18_36336_0,,,,
HTC,STAR 100,,,,,
HTC,HTC Status,,,,,
HTC,HTC Tattoo,Android 1.6,,,,
HTC,TITA100,,,,,
HTC,T-Mobile myTouch 3G,Android 1.5,,,,
HTC,T-Mobile myTouch 3G Slide,,,,,
HTC,T-Mobile G1, ,,,,
HTC,T-Mobile G2,,,,,
HTC,HTC Touch2 T3333,6_29_19183128_01,,,,
HTC,HTC Touch 3G T3232,M7500BSAAAAAAD3050,,,,
HTC,HTC Touch Cruise T4242,5_04_31875_00,,,,
HTC,HTC Touch Diamond2 T5353,6_15_37497_1,,,,
HT,HTC Touch Diamond P370,6_00_31364_00,,,,
HTC,HTC Touch Diamond P3700,6_00_31516_00,,,,
HTC,Touch Dual,5_06_28956_00,,,,
HTC,HTC Touch Elf,,,,,
HTC,HTC Touch HD T8282,6_6_32687_8,,,,
HTC,HTC Touch Pro2 T7373,6_16_34566_0,,,,
HTC,HTC Touch Pro T7272,6_01_32976_00,,,,
HTC,HTC Touch Viva T2223,,,,,
HTC,Trinity,,,,,
HTC,HTC_TyTN,,,,,
HTC,HTC_TyTN_II,4_08_30595_00,,,,
HTC,HTC U Play,MediaTek Camera Application,,,,
HTC,Universal,,,,,
HTC,HTC Vision,,,,,
HTC,VOGU100,PhotoScape,,,,
HTC,HTC Wildfire,,,,,
HTC,HTC Wildfire S A510e,,,,,
HTC,HTC_X7500,,,,,
HTC,HTC_X7510,,,,,
HTC,Xda Orbit,,,,,
HTC,HTC-S620,,,,,
HUAWEI,BKL-L09,BKL-L09 8.0.0.124(C432),,,,
HUAWEI,BLA-A09,BLA-A09 8.0.0.65(C567),,,,
HUAWEI,BLA-L29,BLA-L29 8.0.0.112(C432),,,,
HUAWEI,BND-L21,BND-L21C432B101,,,,
HUAWEI,CLT-L09,CLT-L09 8.1.0.110(C782),,,,
HUAWEI,CLT-L29,CLT-L29 8.1.0.106(SP9C432),,,,
HUAWEI,COL-L29,COL-L29 8.1.0.101(C432),,,,
HUAWEI,COR-L29,COR-L29 8.2.0.104(C432),,,,
HUAWEI,HUAWEI CRR-L09,CRR-L09C900B112,,,,
HUAWEI,ELS-NX9,ELS-N29 10.1.0.112(SP50C432E8R4P1),,,,
HUAWEI,EML-L09,EML-L09 8.1.0.112(C782),,,,
HUAWEI,EVA-L09,EVA-L09C900B116,,,,
HUAWEI,HUAWEI GRA-L09,GRA-L09V100R001C900B110,,,,
HUAWEI,Ideos,,,,,
HUAWEI,IDEOS X5,,,,,
HUAWEI,Ideos S7,,,,,
HUAWEI,LLD-L31,LLD-L31 8.0.0.122(C432),,,,
HUAWEI,LYA-L29,LYA-L29 9.0.0.113(C432E10R1P16),,,,
HUAWEI,MAR-LX1A,MAR-L21A 9.0.1.120(C431E6R2P3),,,,
HUAWEI,PCT-L29,PCT-L29 9.0.1.101(SP50C432E1R2P1),,,,
HUAWEI,POT-LX1,POT-LX1 9.0.1.129(C432E8R1P12),,,,
HUAWEI,HUAWEI SCL-L04,,,,,
HUAWEI,STF-L09,STF-L09C432B100,,,,
HUAWEI,STK-LX1,STK-L21VHN 9.1.0.232(C431E1R1P1),,,,
HUAWEI,TRT-LX1,TRT-LX1C432B160,,,,
HUAWEI,VKY-L09,VKY-L09C02B102,,,,
HUAWEI,VOG-L29,VOG-L29 9.1.0.117(C431E4R2P2),,,,
HUAWEI,YAL-L21,YAL-L21 9.1.0.107(C431E2R3P2),,,,
IDAN,FC220,v02.10.519,,,,
,6M DSC,Software version 030,,,,
,4MDSC,1.00{B0648},,,,
,4M DSC,Software version 714,,,,
,3MDSC,1.01{B0591},,,,
,5M DSC,Software version 045,,,,
CAMERA,6MP-9J5,Ver 1.01,,,,
"DXG TECHNOLOGY CO., LTD.",010101,DVC301 Ver1.18,,,,
,5M DSC,Software version 013,,,,
Infisense,P2_USB_IR,,,,,
,,,,,,
Arashi Vision,Insta360 EVO,Photomatix Pro 6.1.1 (64-bit),,,,
Insta360,OneAndroid.Panorama.Photo,,,,,
Insta360,Insta360 ONE X,Insta360 ONE X,,,,
Insta360,Insta360 Pro,,,,,
Insta360,Insta360 Pro2,sn=IP2E418N68UXTH_1.0.2_1.10.092915_3.3.180920.180929E1,,,,
,,,,,,
JVC,GC-A70,Ver 1.23,,,,
JVC,GC-FM1,,,,,
JVC,GC-FM2,,,,,
JVC,GC-PX10,,,,,
JVC,GC-QX3,,,,,
JVC,GC-QX5,,,,,
JVC,GC-S5,Digital Camera GC-S5 Ver1.00,,,,
Victor,GC-X1,,,,,
JVC,GC-X1E,,,,,
JVC,GC-X3E,,,,,
JVC,GR-D200,,,,,
JVC,GR-D201,,,,,
JVC,GR-D230,,,,,
JVC,GR-D231,,,,,
JVC,GR-D270,,,,,
JVC,GR-D290,,,,,
JVC,GR-D295,,,,,
JVC,GR-D360,,,,,
JVC,GR-D370,,,,,
JVC,GR-D390,,,,,
JVC,GR-D396,,,,,
JVC,GR-D60,,,,,
JVC,GR-D640,,,,,
JVC,GR-D645,,,,,
JVC,GR-D650,,,,,
JVC,GR-D70,ACD Systems Digital Imaging,,,,
JVC,GR-D71,,,,,
JVC,GR-D72,ACD Systems Digital Imaging,,,,
JVC,GR-D73,,,,,
JVC,GR-D74,,,,,
JVC,GR-D760,,,,,
JVC,GR-D770,,,,,
JVC,GR-D790,,,,,
JVC,GR-D860,,,,,
JVC,GR-D870,,,,,
JVC,GR-D90,,,,,
JVC,GR-D91,,,,,
JVC,GR-D93,,,,,
JVC,GR-D94,,,,,
JVC,GR-DF460,,,,,
JVC,GR-DF470,,,,,
JVC,GR-DF540,,,,,
JVC,GR-DF550,,,,,
JVC,GR-DF570,,,,,
JVC,GR-DV1800,,,,,
JVC,GR-DV2000,ACD Systems Digital Imaging,,,,
JVC,GR-DV3000,,,,,
JVC,GR-DV4000,,,,,
JVC,GR-DV500,,,,,
JVC,GR-DV5000,,,,,
JVC,GR-DV700,,,,,
JVC,GR-DV800,,,,,
JVC,GR-DV900,,,,,
JVC,GR-DVL1020,,,,,
JVC,GR-DVL1170,,,,,
JVC,GR-DVL365,,,,,
JVC,GR-DVL367,,,,,
JVC,GR-DVL520,,,,,
JVC,GR-DVL522,,,,,
JVC,GR-DVL525,ACD Systems Digital Imaging,,,,
JVC,GR-DVL700,,,,,
JVC,GR-DVL720,,,,,
JVC,GR-DVL722,,,,,
JVC,GR-DVL725,,,,,
JVC,GR-DVL765,,,,,
JVC,GR-DVL767,,,,,
JVC,GR-DVL820,,,,,
JVC,GR-DVL828,,,,,
JVC,GR-DVL920,QuickTime 6.0.1,Mac OS X 10.2,,,
JVC,GR-DVL925,,,,,
JVC,GR-DVL970,,,,,
JVC,GR-DVL9700,,,,,
JVC,GR-DVL9800,,,,,
JVC,GR-DVM75,,,,,
JVC,GR-DVM76,,,,,
JVC,GR-DVM90,,,,,
JVC,GR-DVM96,,,,,
